tpartner_id,company_id,order_type,id,order_creation_date,submitted_date
1,ACPG,PO,Order_196,2021-03-19T14:49:58Z,2021-03-19T14:49:58Z
1,ACPG,PO,Order_197,2021-04-05T07:49:58Z,2021-04-05T07:49:58Z
1,ACPG,PO,Order_198,2021-04-22T01:49:58Z,2021-04-22T01:49:58Z
1,ACPG,PO,Order_199,2021-05-08T19:49:58Z,2021-05-08T19:49:58Z
1,ACPG,PO,Order_200,2021-05-25T13:49:58Z,2021-05-25T13:49:58Z
1,ACPG,PO,Order_201,2021-06-11T07:49:58Z,2021-06-11T07:49:58Z
1,ACPG,PO,Order_202,2021-06-28T01:49:58Z,2021-06-28T01:49:58Z
1,ACPG,PO,Order_203,2021-07-14T19:49:58Z,2021-07-14T19:49:58Z
1,ACPG,PO,Order_204,2021-07-31T13:49:58Z,2021-07-31T13:49:58Z
1,ACPG,PO,Order_205,2021-08-17T07:49:58Z,2021-08-17T07:49:58Z
1,ACPG,PO,Order_206,2021-09-03T01:49:58Z,2021-09-03T01:49:58Z
1,ACPG,PO,Order_207,2021-09-19T20:49:58Z,2021-09-19T20:49:58Z
1,ACPG,PO,Order_208,2021-10-06T14:49:58Z,2021-10-06T14:49:58Z
1,ACPG,PO,Order_209,2021-10-23T08:49:58Z,2021-10-23T08:49:58Z
1,ACPG,PO,Order_210,2021-11-09T02:49:58Z,2021-11-09T02:49:58Z
1,ACPG,PO,Order_211,2021-11-25T20:49:58Z,2021-11-25T20:49:58Z
1,ACPG,PO,Order_212,2021-12-12T14:49:58Z,2021-12-12T14:49:58Z
1,ACPG,PO,Order_213,2021-12-29T08:49:58Z,2021-12-29T08:49:58Z
1,ACPG,PO,Order_214,2022-01-15T02:49:58Z,2022-01-15T02:49:58Z
1,ACPG,PO,Order_215,2022-01-31T20:49:58Z,2022-01-31T20:49:58Z
1,ACPG,PO,Order_216,2022-02-17T14:49:58Z,2022-02-17T14:49:58Z
1,ACPG,PO,Order_217,2022-03-06T08:49:58Z,2022-03-06T08:49:58Z
1,ACPG,PO,Order_218,2022-03-23T02:49:58Z,2022-03-23T02:49:58Z
1,ACPG,PO,Order_219,2022-04-08T19:49:58Z,2022-04-08T19:49:58Z
1,ACPG,PO,Order_220,2022-04-25T13:49:58Z,2022-04-25T13:49:58Z
1,ACPG,PO,Order_221,2022-05-12T07:49:58Z,2022-05-12T07:49:58Z
1,ACPG,PO,Order_222,2022-05-29T01:49:58Z,2022-05-29T01:49:58Z
1,ACPG,PO,Order_223,2022-06-14T19:49:58Z,2022-06-14T19:49:58Z
1,ACPG,PO,Order_224,2022-07-01T13:49:58Z,2022-07-01T13:49:58Z
1,ACPG,PO,Order_225,2022-07-18T07:49:58Z,2022-07-18T07:49:58Z
1,ACPG,PO,Order_226,2022-08-04T01:49:58Z,2022-08-04T01:49:58Z
1,ACPG,PO,Order_227,2022-08-20T19:49:58Z,2022-08-20T19:49:58Z
1,ACPG,PO,Order_228,2022-09-06T13:49:58Z,2022-09-06T13:49:58Z
1,ACPG,PO,Order_229,2022-09-23T08:49:58Z,2022-09-23T08:49:58Z
1,ACPG,PO,Order_230,2022-10-10T02:49:58Z,2022-10-10T02:49:58Z
1,ACPG,PO,Order_231,2022-10-26T20:49:58Z,2022-10-26T20:49:58Z
1,ACPG,PO,Order_232,2022-11-12T14:49:58Z,2022-11-12T14:49:58Z
1,ACPG,PO,Order_233,2022-11-29T08:49:58Z,2022-11-29T08:49:58Z
1,ACPG,PO,Order_234,2022-12-16T02:49:58Z,2022-12-16T02:49:58Z
1,ACPG,PO,Order_235,2023-01-01T20:49:58Z,2023-01-01T20:49:58Z
1,ACPG,PO,Order_236,2023-01-18T14:49:58Z,2023-01-18T14:49:58Z
1,ACPG,PO,Order_237,2023-02-04T08:49:58Z,2023-02-04T08:49:58Z
1,ACPG,PO,Order_238,2023-02-21T02:49:58Z,2023-02-21T02:49:58Z
1,ACPG,PO,Order_239,2023-03-09T20:49:58Z,2023-03-09T20:49:58Z
1,ACPG,PO,Order_240,2023-03-26T14:49:58Z,2023-03-26T14:49:58Z
1,ACPG,PO,Order_241,2023-04-12T07:49:58Z,2023-04-12T07:49:58Z
1,ACPG,PO,Order_242,2023-04-29T01:49:58Z,2023-04-29T01:49:58Z
1,ACPG,PO,Order_243,2023-05-15T19:49:58Z,2023-05-15T19:49:58Z
1,ACPG,PO,Order_244,2023-06-01T13:49:58Z,2023-06-01T13:49:58Z
1,ACPG,PO,Order_245,2023-06-18T07:49:58Z,2023-06-18T07:49:58Z
1,ACPG,PO,Order_246,2023-07-05T01:49:58Z,2023-07-05T01:49:58Z
1,ACPG,PO,Order_247,2023-07-21T19:49:58Z,2023-07-21T19:49:58Z
1,ACPG,PO,Order_248,2023-08-07T13:49:58Z,2023-08-07T13:49:58Z
1,ACPG,PO,Order_249,2023-08-24T07:49:58Z,2023-08-24T07:49:58Z
1,ACPG,PO,Order_250,2023-09-10T02:49:58Z,2023-09-10T02:49:58Z
1,ACPG,PO,Order_251,2023-09-26T20:49:58Z,2023-09-26T20:49:58Z
1,ACPG,PO,Order_252,2023-10-13T14:49:58Z,2023-10-13T14:49:58Z
1,ACPG,PO,Order_253,2023-10-30T08:49:58Z,2023-10-30T08:49:58Z
1,ACPG,PO,Order_254,2023-11-16T02:49:58Z,2023-11-16T02:49:58Z
1,ACPG,PO,Order_255,2023-12-02T20:49:58Z,2023-12-02T20:49:58Z
1,ACPG,PO,Order_256,2023-12-19T14:49:58Z,2023-12-19T14:49:58Z
1,ACPG,PO,Order_257,2024-01-05T08:49:58Z,2024-01-05T08:49:58Z
1,ACPG,PO,Order_258,2024-01-22T02:49:58Z,2024-01-22T02:49:58Z
1,ACPG,PO,Order_259,2024-02-07T20:49:58Z,2024-02-07T20:49:58Z
1,ACPG,PO,Order_260,2024-02-24T14:49:58Z,2024-02-24T14:49:58Z
1,ACPG,PO,Order_261,2021-03-19T14:49:58Z,2021-03-19T14:49:58Z
1,ACPG,PO,Order_262,2021-04-05T07:49:58Z,2021-04-05T07:49:58Z
1,ACPG,PO,Order_263,2021-04-22T01:49:58Z,2021-04-22T01:49:58Z
1,ACPG,PO,Order_264,2021-05-08T19:49:58Z,2021-05-08T19:49:58Z
1,ACPG,PO,Order_265,2021-05-25T13:49:58Z,2021-05-25T13:49:58Z
1,ACPG,PO,Order_266,2021-06-11T07:49:58Z,2021-06-11T07:49:58Z
1,ACPG,PO,Order_267,2021-06-28T01:49:58Z,2021-06-28T01:49:58Z
1,ACPG,PO,Order_268,2021-07-14T19:49:58Z,2021-07-14T19:49:58Z
1,ACPG,PO,Order_269,2021-07-31T13:49:58Z,2021-07-31T13:49:58Z
1,ACPG,PO,Order_270,2021-08-17T07:49:58Z,2021-08-17T07:49:58Z
1,ACPG,PO,Order_271,2021-09-03T01:49:58Z,2021-09-03T01:49:58Z
1,ACPG,PO,Order_272,2021-09-19T20:49:58Z,2021-09-19T20:49:58Z
1,ACPG,PO,Order_273,2021-10-06T14:49:58Z,2021-10-06T14:49:58Z
1,ACPG,PO,Order_274,2021-10-23T08:49:58Z,2021-10-23T08:49:58Z
1,ACPG,PO,Order_275,2021-11-09T02:49:58Z,2021-11-09T02:49:58Z
1,ACPG,PO,Order_276,2021-11-25T20:49:58Z,2021-11-25T20:49:58Z
1,ACPG,PO,Order_277,2021-12-12T14:49:58Z,2021-12-12T14:49:58Z
1,ACPG,PO,Order_278,2021-12-29T08:49:58Z,2021-12-29T08:49:58Z
1,ACPG,PO,Order_279,2022-01-15T02:49:58Z,2022-01-15T02:49:58Z
1,ACPG,PO,Order_280,2022-01-31T20:49:58Z,2022-01-31T20:49:58Z
1,ACPG,PO,Order_281,2022-02-17T14:49:58Z,2022-02-17T14:49:58Z
1,ACPG,PO,Order_282,2022-03-06T08:49:58Z,2022-03-06T08:49:58Z
1,ACPG,PO,Order_283,2022-03-23T02:49:58Z,2022-03-23T02:49:58Z
1,ACPG,PO,Order_284,2022-04-08T19:49:58Z,2022-04-08T19:49:58Z
1,ACPG,PO,Order_285,2022-04-25T13:49:58Z,2022-04-25T13:49:58Z
1,ACPG,PO,Order_286,2022-05-12T07:49:58Z,2022-05-12T07:49:58Z
1,ACPG,PO,Order_287,2022-05-29T01:49:58Z,2022-05-29T01:49:58Z
1,ACPG,PO,Order_288,2022-06-14T19:49:58Z,2022-06-14T19:49:58Z
1,ACPG,PO,Order_289,2022-07-01T13:49:58Z,2022-07-01T13:49:58Z
1,ACPG,PO,Order_290,2022-07-18T07:49:58Z,2022-07-18T07:49:58Z
1,ACPG,PO,Order_291,2022-08-04T01:49:58Z,2022-08-04T01:49:58Z
1,ACPG,PO,Order_292,2022-08-20T19:49:58Z,2022-08-20T19:49:58Z
1,ACPG,PO,Order_293,2022-09-06T13:49:58Z,2022-09-06T13:49:58Z
1,ACPG,PO,Order_294,2022-09-23T08:49:58Z,2022-09-23T08:49:58Z
1,ACPG,PO,Order_295,2022-10-10T02:49:58Z,2022-10-10T02:49:58Z
1,ACPG,PO,Order_296,2022-10-26T20:49:58Z,2022-10-26T20:49:58Z
1,ACPG,PO,Order_297,2022-11-12T14:49:58Z,2022-11-12T14:49:58Z
1,ACPG,PO,Order_298,2022-11-29T08:49:58Z,2022-11-29T08:49:58Z
1,ACPG,PO,Order_299,2022-12-16T02:49:58Z,2022-12-16T02:49:58Z
1,ACPG,PO,Order_300,2023-01-01T20:49:58Z,2023-01-01T20:49:58Z
1,ACPG,PO,Order_301,2023-01-18T14:49:58Z,2023-01-18T14:49:58Z
1,ACPG,PO,Order_302,2023-02-04T08:49:58Z,2023-02-04T08:49:58Z
1,ACPG,PO,Order_303,2023-02-21T02:49:58Z,2023-02-21T02:49:58Z
1,ACPG,PO,Order_304,2023-03-09T20:49:58Z,2023-03-09T20:49:58Z
1,ACPG,PO,Order_305,2023-03-26T14:49:58Z,2023-03-26T14:49:58Z
1,ACPG,PO,Order_306,2023-04-12T07:49:58Z,2023-04-12T07:49:58Z
1,ACPG,PO,Order_307,2023-04-29T01:49:58Z,2023-04-29T01:49:58Z
1,ACPG,PO,Order_308,2023-05-15T19:49:58Z,2023-05-15T19:49:58Z
1,ACPG,PO,Order_309,2023-06-01T13:49:58Z,2023-06-01T13:49:58Z
1,ACPG,PO,Order_310,2023-06-18T07:49:58Z,2023-06-18T07:49:58Z
1,ACPG,PO,Order_311,2023-07-05T01:49:58Z,2023-07-05T01:49:58Z
1,ACPG,PO,Order_312,2023-07-21T19:49:58Z,2023-07-21T19:49:58Z
1,ACPG,PO,Order_313,2023-08-07T13:49:58Z,2023-08-07T13:49:58Z
1,ACPG,PO,Order_314,2023-08-24T07:49:58Z,2023-08-24T07:49:58Z
1,ACPG,PO,Order_315,2023-09-10T02:49:58Z,2023-09-10T02:49:58Z
1,ACPG,PO,Order_316,2023-09-26T20:49:58Z,2023-09-26T20:49:58Z
1,ACPG,PO,Order_317,2023-10-13T14:49:58Z,2023-10-13T14:49:58Z
1,ACPG,PO,Order_318,2023-10-30T08:49:58Z,2023-10-30T08:49:58Z
1,ACPG,PO,Order_319,2023-11-16T02:49:58Z,2023-11-16T02:49:58Z
1,ACPG,PO,Order_320,2023-12-02T20:49:58Z,2023-12-02T20:49:58Z
1,ACPG,PO,Order_321,2023-12-19T14:49:58Z,2023-12-19T14:49:58Z
1,ACPG,PO,Order_322,2024-01-05T08:49:58Z,2024-01-05T08:49:58Z
1,ACPG,PO,Order_323,2024-01-22T02:49:58Z,2024-01-22T02:49:58Z
1,ACPG,PO,Order_324,2024-02-07T20:49:58Z,2024-02-07T20:49:58Z
1,ACPG,PO,Order_325,2024-02-24T14:49:58Z,2024-02-24T14:49:58Z
1,ACPG,PO,Order_326,2021-03-19T14:49:58Z,2021-03-19T14:49:58Z
1,ACPG,PO,Order_327,2021-04-05T07:49:58Z,2021-04-05T07:49:58Z
1,ACPG,PO,Order_328,2021-04-22T01:49:58Z,2021-04-22T01:49:58Z
1,ACPG,PO,Order_329,2021-05-08T19:49:58Z,2021-05-08T19:49:58Z
1,ACPG,PO,Order_330,2021-05-25T13:49:58Z,2021-05-25T13:49:58Z
1,ACPG,PO,Order_331,2021-06-11T07:49:58Z,2021-06-11T07:49:58Z
1,ACPG,PO,Order_332,2021-06-28T01:49:58Z,2021-06-28T01:49:58Z
1,ACPG,PO,Order_333,2021-07-14T19:49:58Z,2021-07-14T19:49:58Z
1,ACPG,PO,Order_334,2021-07-31T13:49:58Z,2021-07-31T13:49:58Z
1,ACPG,PO,Order_335,2021-08-17T07:49:58Z,2021-08-17T07:49:58Z
1,ACPG,PO,Order_336,2021-09-03T01:49:58Z,2021-09-03T01:49:58Z
1,ACPG,PO,Order_337,2021-09-19T20:49:58Z,2021-09-19T20:49:58Z
1,ACPG,PO,Order_338,2021-10-06T14:49:58Z,2021-10-06T14:49:58Z
1,ACPG,PO,Order_339,2021-10-23T08:49:58Z,2021-10-23T08:49:58Z
1,ACPG,PO,Order_340,2021-11-09T02:49:58Z,2021-11-09T02:49:58Z
1,ACPG,PO,Order_341,2021-11-25T20:49:58Z,2021-11-25T20:49:58Z
1,ACPG,PO,Order_342,2021-12-12T14:49:58Z,2021-12-12T14:49:58Z
1,ACPG,PO,Order_343,2021-12-29T08:49:58Z,2021-12-29T08:49:58Z
1,ACPG,PO,Order_344,2022-01-15T02:49:58Z,2022-01-15T02:49:58Z
1,ACPG,PO,Order_345,2022-01-31T20:49:58Z,2022-01-31T20:49:58Z
1,ACPG,PO,Order_346,2022-02-17T14:49:58Z,2022-02-17T14:49:58Z
1,ACPG,PO,Order_347,2022-03-06T08:49:58Z,2022-03-06T08:49:58Z
1,ACPG,PO,Order_348,2022-03-23T02:49:58Z,2022-03-23T02:49:58Z
1,ACPG,PO,Order_349,2022-04-08T19:49:58Z,2022-04-08T19:49:58Z
1,ACPG,PO,Order_350,2022-04-25T13:49:58Z,2022-04-25T13:49:58Z
1,ACPG,PO,Order_351,2022-05-12T07:49:58Z,2022-05-12T07:49:58Z
1,ACPG,PO,Order_352,2022-05-29T01:49:58Z,2022-05-29T01:49:58Z
1,ACPG,PO,Order_353,2022-06-14T19:49:58Z,2022-06-14T19:49:58Z
1,ACPG,PO,Order_354,2022-07-01T13:49:58Z,2022-07-01T13:49:58Z
1,ACPG,PO,Order_355,2022-07-18T07:49:58Z,2022-07-18T07:49:58Z
1,ACPG,PO,Order_356,2022-08-04T01:49:58Z,2022-08-04T01:49:58Z
1,ACPG,PO,Order_357,2022-08-20T19:49:58Z,2022-08-20T19:49:58Z
1,ACPG,PO,Order_358,2022-09-06T13:49:58Z,2022-09-06T13:49:58Z
1,ACPG,PO,Order_359,2022-09-23T08:49:58Z,2022-09-23T08:49:58Z
1,ACPG,PO,Order_360,2022-10-10T02:49:58Z,2022-10-10T02:49:58Z
1,ACPG,PO,Order_361,2022-10-26T20:49:58Z,2022-10-26T20:49:58Z
1,ACPG,PO,Order_362,2022-11-12T14:49:58Z,2022-11-12T14:49:58Z
1,ACPG,PO,Order_363,2022-11-29T08:49:58Z,2022-11-29T08:49:58Z
1,ACPG,PO,Order_364,2022-12-16T02:49:58Z,2022-12-16T02:49:58Z
1,ACPG,PO,Order_365,2023-01-01T20:49:58Z,2023-01-01T20:49:58Z
1,ACPG,PO,Order_366,2023-01-18T14:49:58Z,2023-01-18T14:49:58Z
1,ACPG,PO,Order_367,2023-02-04T08:49:58Z,2023-02-04T08:49:58Z
1,ACPG,PO,Order_368,2023-02-21T02:49:58Z,2023-02-21T02:49:58Z
1,ACPG,PO,Order_369,2023-03-09T20:49:58Z,2023-03-09T20:49:58Z
1,ACPG,PO,Order_370,2023-03-26T14:49:58Z,2023-03-26T14:49:58Z
1,ACPG,PO,Order_371,2023-04-12T07:49:58Z,2023-04-12T07:49:58Z
1,ACPG,PO,Order_372,2023-04-29T01:49:58Z,2023-04-29T01:49:58Z
1,ACPG,PO,Order_373,2023-05-15T19:49:58Z,2023-05-15T19:49:58Z
1,ACPG,PO,Order_374,2023-06-01T13:49:58Z,2023-06-01T13:49:58Z
1,ACPG,PO,Order_375,2023-06-18T07:49:58Z,2023-06-18T07:49:58Z
1,ACPG,PO,Order_376,2023-07-05T01:49:58Z,2023-07-05T01:49:58Z
1,ACPG,PO,Order_377,2023-07-21T19:49:58Z,2023-07-21T19:49:58Z
1,ACPG,PO,Order_378,2023-08-07T13:49:58Z,2023-08-07T13:49:58Z
1,ACPG,PO,Order_379,2023-08-24T07:49:58Z,2023-08-24T07:49:58Z
1,ACPG,PO,Order_380,2023-09-10T02:49:58Z,2023-09-10T02:49:58Z
1,ACPG,PO,Order_381,2023-09-26T20:49:58Z,2023-09-26T20:49:58Z
1,ACPG,PO,Order_382,2023-10-13T14:49:58Z,2023-10-13T14:49:58Z
1,ACPG,PO,Order_383,2023-10-30T08:49:58Z,2023-10-30T08:49:58Z
1,ACPG,PO,Order_384,2023-11-16T02:49:58Z,2023-11-16T02:49:58Z
1,ACPG,PO,Order_385,2023-12-02T20:49:58Z,2023-12-02T20:49:58Z
1,ACPG,PO,Order_386,2023-12-19T14:49:58Z,2023-12-19T14:49:58Z
1,ACPG,PO,Order_387,2024-01-05T08:49:58Z,2024-01-05T08:49:58Z
1,ACPG,PO,Order_388,2024-01-22T02:49:58Z,2024-01-22T02:49:58Z
1,ACPG,PO,Order_389,2024-02-07T20:49:58Z,2024-02-07T20:49:58Z
1,ACPG,PO,Order_390,2024-02-24T14:49:58Z,2024-02-24T14:49:58Z
